Order ID,Delivery Address,Delivery Cty,Order Timestamp,Order Year,Order Month,Order Day,Order Hour,Order Status,Driver ID,Vehicle Info,Current Location,Delivery Time (min),Delays (min),Customer Feedback,Route,Delivery Zone,Allocation Rules,Timestamp for Tracking
1023,"98 Elm St, CityA",CityA,06/09/2023 10:34,2023,Sep,06,10,Completed,D88,Truck B,CityD,151,6,Neutral,Route5,Zone3,Standard Rules,01/09/2023 16:56
1024,"987 Cedar St, CityA",CityA,06/09/2023 15:11,2023,Sep,06,15,Completed,D53,Van A,CityB,78,29,Neutral,Route1,Zone2,Custom Rules,01/09/2023 08:31
1025,"5 Oak St, CityD",CityD,03/09/2023 14:10,2023,Sep,03,14,In Progress,D10,Bike C,CityE,150,0,Negative,Route2,Zone3,Custom Rules,01/09/2023 14:26
1026,"314 Main St, CityE",CityE,04/09/2023 14:37,2023,Sep,04,14,In Progress,D5,Van A,CityD,154,7,Negative,Route1,Zone2,Standard Rules,01/09/2023 09:45
1027,"577 Oak St, CityA",CityA,06/09/2023 11:21,2023,Sep,06,11,Completed,D14,Van A,CityA,153,22,Neutral,Route2,Zone3,Custom Rules,01/09/2023 14:20
1028,"979 Elm St, CityB",CityB,02/09/2023 09:14,2023,Sep,02,09,Completed,D80,Truck B,CityC,165,17,Neutral,Route3,Zone1,Expedited Rules,01/09/2023 16:34
1029,"652 Cedar St, CityD",CityD,07/09/2023 16:45,2023,Sep,07,16,In Progress,D90,Bike C,CityE,196,13,Negative,Route2,Zone3,Expedited Rules,01/09/2023 10:10
1030,"187 Cedar St, CityB",CityB,01/09/2023 13:23,2023,Sep,01,13,In Progress,D60,Van A,CityD,80,28,Negative,Route5,Zone2,Expedited Rules,01/09/2023 13:52
1031,"1000 Oak St, CityA",CityA,05/09/2023 15:33,2023,Sep,05,15,In Progress,D42,Bike C,CityD,126,2,Positive,Route5,Zone1,Expedited Rules,01/09/2023 15:43
1032,"894 Elm St, CityE",CityE,06/09/2023 14:54,2023,Sep,06,14,Completed,D82,Bike C,CityC,162,28,Positive,Route4,Zone2,Custom Rules,01/09/2023 15:47
1033,"384 Cedar St, CityB",CityB,06/09/2023 08:39,2023,Sep,06,08,In Progress,D27,Van A,CityA,172,20,Neutral,Route3,Zone2,Standard Rules,01/09/2023 14:02
1034,"913 Pine St, CityB",CityB,05/09/2023 15:49,2023,Sep,05,15,In Progress,D43,Bike C,CityC,215,26,Positive,Route3,Zone3,Expedited Rules,01/09/2023 13:16
1035,"520 Elm St, CityD",CityD,01/09/2023 12:14,2023,Sep,01,12,Completed,D69,Bike C,CityB,64,6,Neutral,Route4,Zone2,Standard Rules,01/09/2023 09:29
1036,"32 Cedar St, CityA",CityA,02/09/2023 11:19,2023,Sep,02,11,Completed,D82,Bike C,CityC,182,15,Neutral,Route5,Zone2,Custom Rules,01/09/2023 11:38
1037,"958 Cedar St, CityA",CityA,02/09/2023 16:52,2023,Sep,02,16,In Progress,D39,Truck B,CityD,134,18,Negative,Route5,Zone1,Custom Rules,01/09/2023 11:33
1038,"827 Oak St, CityC",CityC,08/09/2023 09:58,2023,Sep,08,09,In Progress,D53,Van A,CityD,95,22,Negative,Route3,Zone3,Custom Rules,01/09/2023 09:42
1039,"111 Oak St, CityB",CityB,01/09/2023 15:10,2023,Sep,01,15,Completed,D34,Van A,CityA,110,7,Neutral,Route5,Zone1,Standard Rules,01/09/2023 10:31
1040,"605 Cedar St, CityB",CityB,06/09/2023 11:33,2023,Sep,06,11,Completed,D6,Truck B,CityD,103,9,Neutral,Route5,Zone1,Expedited Rules,01/09/2023 14:01
1041,"922 Main St, CityD",CityD,01/09/2023 11:17,2023,Sep,01,11,Completed,D48,Bike C,CityE,166,5,Neutral,Route4,Zone1,Custom Rules,01/09/2023 13:22
1042,"198 Cedar St, CityB",CityB,06/09/2023 09:53,2023,Sep,06,09,Completed,D16,Van A,CityE,168,20,Neutral,Route3,Zone2,Custom Rules,01/09/2023 16:15
1043,"628 Oak St, CityD",CityD,05/09/2023 11:25,2023,Sep,05,11,Completed,D5,Bike C,CityD,235,0,Neutral,Route5,Zone1,Custom Rules,01/09/2023 15:03
1044,"951 Cedar St, CityD",CityD,05/09/2023 09:20,2023,Sep,05,09,Completed,D25,Bike C,CityD,114,1,Negative,Route2,Zone1,Custom Rules,01/09/2023 14:26
1045,"803 Pine St, CityA",CityA,06/09/2023 15:06,2023,Sep,06,15,In Progress,D86,Bike C,CityC,162,22,Neutral,Route5,Zone2,Custom Rules,01/09/2023 14:32
1046,"685 Cedar St, CityA",CityA,02/09/2023 13:12,2023,Sep,02,13,Completed,D72,Van A,CityC,94,4,Negative,Route2,Zone2,Expedited Rules,01/09/2023 14:59
1047,"347 Elm St, CityC",CityC,03/09/2023 11:46,2023,Sep,03,11,Completed,D70,Van A,CityC,123,14,Neutral,Route2,Zone1,Custom Rules,01/09/2023 13:14
1048,"145 Elm St, CityD",CityD,04/09/2023 13:39,2023,Sep,04,13,In Progress,D1,Van A,CityB,173,8,Positive,Route4,Zone3,Custom Rules,01/09/2023 11:11
1049,"193 Pine St, CityA",CityA,02/09/2023 14:30,2023,Sep,02,14,In Progress,D18,Bike C,CityD,67,14,Negative,Route1,Zone3,Standard Rules,01/09/2023 10:21
1050,"367 Main St, CityD",CityD,07/09/2023 11:51,2023,Sep,07,11,In Progress,D63,Van A,CityA,94,15,Negative,Route2,Zone2,Custom Rules,01/09/2023 12:09
1051,"831 Cedar St, CityA",CityA,06/09/2023 15:54,2023,Sep,06,15,Completed,D28,Truck B,CityE,104,19,Negative,Route5,Zone3,Custom Rules,01/09/2023 14:23
1052,"869 Cedar St, CityA",CityA,05/09/2023 08:01,2023,Sep,05,08,In Progress,D2,Bike C,CityA,204,14,Positive,Route5,Zone3,Standard Rules,01/09/2023 17:26
1053,"680 Oak St, CityE",CityE,02/09/2023 10:44,2023,Sep,02,10,In Progress,D34,Truck B,CityB,66,13,Neutral,Route5,Zone2,Expedited Rules,01/09/2023 09:11
1054,"577 Cedar St, CityE",CityE,02/09/2023 12:49,2023,Sep,02,12,In Progress,D19,Van A,CityE,162,12,Positive,Route5,Zone2,Expedited Rules,01/09/2023 14:58
1055,"535 Pine St, CityE",CityE,06/09/2023 08:49,2023,Sep,06,08,In Progress,D63,Truck B,CityC,239,24,Positive,Route1,Zone1,Custom Rules,01/09/2023 09:20
1056,"659 Elm St, CityC",CityC,07/09/2023 10:29,2023,Sep,07,10,In Progress,D54,Van A,CityB,235,23,Negative,Route2,Zone3,Standard Rules,01/09/2023 08:40
1057,"329 Elm St, CityD",CityD,08/09/2023 16:07,2023,Sep,08,16,Completed,D27,Truck B,CityB,87,5,Negative,Route2,Zone1,Standard Rules,01/09/2023 08:50
1058,"782 Elm St, CityC",CityC,03/09/2023 16:03,2023,Sep,03,16,In Progress,D55,Truck B,CityD,214,0,Positive,Route5,Zone2,Standard Rules,01/09/2023 12:20
1059,"967 Pine St, CityD",CityD,05/09/2023 15:00,2023,Sep,05,15,Completed,D18,Bike C,CityB,151,23,Positive,Route2,Zone2,Standard Rules,01/09/2023 08:25
1060,"446 Pine St, CityA",CityA,04/09/2023 13:08,2023,Sep,04,13,In Progress,D66,Van A,CityD,132,11,Negative,Route5,Zone2,Custom Rules,01/09/2023 11:19
1061,"503 Main St, CityD",CityD,06/09/2023 16:33,2023,Sep,06,16,Completed,D14,Van A,CityB,163,25,Neutral,Route1,Zone1,Custom Rules,01/09/2023 10:21
1062,"107 Oak St, CityE",CityE,03/09/2023 14:10,2023,Sep,03,14,In Progress,D34,Bike C,CityD,76,4,Neutral,Route4,Zone3,Standard Rules,01/09/2023 15:10
1063,"496 Cedar St, CityD",CityD,07/09/2023 13:35,2023,Sep,07,13,In Progress,D82,Bike C,CityB,64,20,Neutral,Route4,Zone1,Standard Rules,01/09/2023 09:13
1064,"314 Pine St, CityC",CityC,06/09/2023 14:03,2023,Sep,06,14,Completed,D34,Bike C,CityB,129,2,Neutral,Route2,Zone2,Custom Rules,01/09/2023 09:55
1065,"790 Main St, CityE",CityE,08/09/2023 16:26,2023,Sep,08,16,In Progress,D87,Truck B,CityA,238,7,Neutral,Route3,Zone2,Standard Rules,01/09/2023 11:39
1066,"852 Main St, CityB",CityB,05/09/2023 16:28,2023,Sep,05,16,In Progress,D35,Bike C,CityB,203,20,Positive,Route5,Zone2,Custom Rules,01/09/2023 09:13
1067,"970 Main St, CityC",CityC,03/09/2023 12:55,2023,Sep,03,12,Completed,D59,Van A,CityB,230,8,Negative,Route2,Zone1,Custom Rules,01/09/2023 11:41
1068,"914 Cedar St, CityE",CityE,06/09/2023 10:31,2023,Sep,06,10,Completed,D15,Van A,CityB,231,12,Negative,Route1,Zone2,Standard Rules,01/09/2023 10:31
1069,"556 Elm St, CityC",CityC,05/09/2023 16:21,2023,Sep,05,16,In Progress,D68,Bike C,CityD,72,0,Neutral,Route4,Zone2,Standard Rules,01/09/2023 08:54
1070,"757 Main St, CityE",CityE,06/09/2023 16:40,2023,Sep,06,16,Completed,D97,Van A,CityA,172,6,Negative,Route1,Zone3,Expedited Rules,01/09/2023 13:54
1071,"29 Main St, CityC",CityC,06/09/2023 14:23,2023,Sep,06,14,In Progress,D75,Bike C,CityA,188,21,Negative,Route5,Zone2,Custom Rules,01/09/2023 12:18
1072,"395 Elm St, CityC",CityC,03/09/2023 12:11,2023,Sep,03,12,Completed,D30,Truck B,CityA,67,23,Positive,Route2,Zone2,Expedited Rules,01/09/2023 14:05
1073,"988 Cedar St, CityA",CityA,02/09/2023 12:39,2023,Sep,02,12,In Progress,D76,Van A,CityD,220,17,Negative,Route4,Zone3,Expedited Rules,01/09/2023 14:08
1074,"844 Pine St, CityE",CityE,07/09/2023 09:51,2023,Sep,07,09,In Progress,D41,Truck B,CityC,144,8,Neutral,Route2,Zone2,Expedited Rules,01/09/2023 10:17
1075,"537 Elm St, CityE",CityE,03/09/2023 13:01,2023,Sep,03,13,In Progress,D28,Truck B,CityD,200,26,Positive,Route1,Zone2,Custom Rules,01/09/2023 10:27
1076,"380 Main St, CityB",CityB,01/09/2023 08:56,2023,Sep,01,08,Completed,D3,Bike C,CityD,126,7,Neutral,Route3,Zone3,Expedited Rules,01/09/2023 09:24
1077,"102 Pine St, CityB",CityB,05/09/2023 08:09,2023,Sep,05,08,In Progress,D74,Truck B,CityE,187,21,Negative,Route2,Zone3,Expedited Rules,01/09/2023 16:29
1078,"914 Elm St, CityC",CityC,04/09/2023 13:40,2023,Sep,04,13,In Progress,D53,Van A,CityA,232,21,Positive,Route2,Zone3,Standard Rules,01/09/2023 11:24
1079,"75 Elm St, CityD",CityD,04/09/2023 11:04,2023,Sep,04,11,Completed,D74,Van A,CityD,141,22,Negative,Route2,Zone3,Standard Rules,01/09/2023 14:50
1080,"212 Cedar St, CityE",CityE,02/09/2023 10:41,2023,Sep,02,10,Completed,D6,Bike C,CityA,85,10,Negative,Route2,Zone3,Standard Rules,01/09/2023 16:17
1081,"16 Main St, CityD",CityD,06/09/2023 13:55,2023,Sep,06,13,In Progress,D54,Van A,CityD,157,4,Negative,Route1,Zone1,Standard Rules,01/09/2023 14:07
1082,"211 Main St, CityC",CityC,01/09/2023 09:13,2023,Sep,01,09,In Progress,D64,Truck B,CityB,180,24,Negative,Route1,Zone2,Expedited Rules,01/09/2023 13:17
1083,"5 Elm St, CityC",CityC,08/09/2023 13:21,2023,Sep,08,13,In Progress,D52,Bike C,CityA,63,19,Negative,Route5,Zone1,Expedited Rules,01/09/2023 10:22
1084,"182 Pine St, CityB",CityB,04/09/2023 08:33,2023,Sep,04,08,In Progress,D34,Bike C,CityC,179,23,Neutral,Route5,Zone2,Expedited Rules,01/09/2023 13:22
1085,"381 Pine St, CityA",CityA,03/09/2023 14:35,2023,Sep,03,14,In Progress,D89,Van A,CityB,111,6,Neutral,Route5,Zone3,Custom Rules,01/09/2023 13:02
1086,"160 Elm St, CityE",CityE,05/09/2023 09:18,2023,Sep,05,09,Completed,D97,Truck B,CityE,133,21,Negative,Route3,Zone2,Standard Rules,01/09/2023 13:46
1087,"253 Cedar St, CityC",CityC,07/09/2023 12:54,2023,Sep,07,12,Completed,D85,Van A,CityE,88,14,Positive,Route2,Zone1,Custom Rules,01/09/2023 09:42
1088,"904 Pine St, CityE",CityE,08/09/2023 14:37,2023,Sep,08,14,In Progress,D78,Truck B,CityC,199,18,Positive,Route1,Zone2,Expedited Rules,01/09/2023 09:15
1089,"728 Oak St, CityB",CityB,04/09/2023 10:31,2023,Sep,04,10,In Progress,D81,Van A,CityA,78,6,Negative,Route5,Zone1,Expedited Rules,01/09/2023 10:20
1090,"963 Oak St, CityD",CityD,08/09/2023 14:28,2023,Sep,08,14,Completed,D89,Van A,CityC,185,27,Positive,Route1,Zone3,Standard Rules,01/09/2023 15:02
1091,"707 Main St, CityD",CityD,07/09/2023 12:41,2023,Sep,07,12,In Progress,D1,Van A,CityC,125,4,Neutral,Route3,Zone3,Custom Rules,01/09/2023 13:46
1092,"844 Pine St, CityD",CityD,01/09/2023 10:47,2023,Sep,01,10,Completed,D73,Truck B,CityE,198,23,Positive,Route2,Zone3,Standard Rules,01/09/2023 13:49
1093,"285 Elm St, CityD",CityD,03/09/2023 10:23,2023,Sep,03,10,Completed,D23,Bike C,CityD,167,24,Negative,Route5,Zone1,Standard Rules,01/09/2023 13:09
1094,"260 Cedar St, CityA",CityA,04/09/2023 13:18,2023,Sep,04,13,Completed,D23,Bike C,CityE,225,18,Negative,Route3,Zone3,Expedited Rules,01/09/2023 14:35
1095,"642 Pine St, CityA",CityA,04/09/2023 09:33,2023,Sep,04,09,In Progress,D65,Truck B,CityE,157,1,Neutral,Route1,Zone1,Expedited Rules,01/09/2023 11:28
1096,"713 Pine St, CityB",CityB,02/09/2023 10:45,2023,Sep,02,10,Completed,D69,Van A,CityB,201,5,Positive,Route3,Zone1,Standard Rules,01/09/2023 13:16
1097,"679 Elm St, CityA",CityA,02/09/2023 10:12,2023,Sep,02,10,Completed,D98,Van A,CityA,94,0,Negative,Route5,Zone2,Standard Rules,01/09/2023 16:10
1098,"653 Main St, CityA",CityA,03/09/2023 10:12,2023,Sep,03,10,In Progress,D36,Bike C,CityC,194,22,Positive,Route1,Zone2,Custom Rules,01/09/2023 09:04
1099,"163 Pine St, CityA",CityA,05/09/2023 08:40,2023,Sep,05,08,Completed,D79,Truck B,CityB,173,3,Negative,Route3,Zone1,Custom Rules,01/09/2023 14:24
1100,"188 Cedar St, CityC",CityC,07/09/2023 09:03,2023,Sep,07,09,Completed,D66,Truck B,CityA,202,20,Neutral,Route1,Zone3,Custom Rules,01/09/2023 12:17
1101,"172 Oak St, CityD",CityD,02/09/2023 08:56,2023,Sep,02,08,In Progress,D59,Van A,CityD,172,12,Positive,Route5,Zone2,Standard Rules,01/09/2023 10:17
1102,"292 Cedar St, CityC",CityC,07/09/2023 16:15,2023,Sep,07,16,In Progress,D98,Van A,CityE,110,29,Negative,Route2,Zone2,Standard Rules,01/09/2023 10:53
1103,"292 Cedar St, CityC",CityC,03/09/2023 12:31,2023,Sep,03,12,Completed,D35,Bike C,CityA,173,4,Negative,Route2,Zone1,Custom Rules,01/09/2023 14:29
1104,"112 Main St, CityD",CityD,08/09/2023 11:45,2023,Sep,08,11,In Progress,D41,Van A,CityB,162,24,Neutral,Route1,Zone2,Custom Rules,01/09/2023 08:46
1105,"843 Elm St, CityA",CityA,03/09/2023 13:01,2023,Sep,03,13,In Progress,D97,Truck B,CityE,239,22,Positive,Route2,Zone3,Standard Rules,01/09/2023 11:14
1106,"569 Pine St, CityB",CityB,02/09/2023 15:25,2023,Sep,02,15,In Progress,D45,Bike C,CityB,195,5,Neutral,Route3,Zone3,Expedited Rules,01/09/2023 14:09
1107,"131 Cedar St, CityA",CityA,03/09/2023 15:11,2023,Sep,03,15,Completed,D15,Van A,CityB,60,29,Negative,Route2,Zone3,Custom Rules,01/09/2023 12:13
1108,"481 Pine St, CityA",CityA,08/09/2023 13:30,2023,Sep,08,13,In Progress,D91,Bike C,CityA,203,24,Neutral,Route2,Zone3,Standard Rules,01/09/2023 09:55
1109,"115 Elm St, CityA",CityA,06/09/2023 13:16,2023,Sep,06,13,Completed,D31,Bike C,CityB,219,19,Neutral,Route1,Zone3,Expedited Rules,01/09/2023 13:05
1110,"854 Pine St, CityB",CityB,05/09/2023 16:40,2023,Sep,05,16,In Progress,D99,Truck B,CityD,156,23,Positive,Route5,Zone2,Standard Rules,01/09/2023 13:55
1111,"86 Main St, CityB",CityB,07/09/2023 15:08,2023,Sep,07,15,In Progress,D43,Bike C,CityE,130,2,Negative,Route2,Zone2,Standard Rules,01/09/2023 08:32
1112,"447 Cedar St, CityC",CityC,01/09/2023 10:55,2023,Sep,01,10,Completed,D69,Truck B,CityE,212,14,Positive,Route3,Zone1,Standard Rules,01/09/2023 12:29
1113,"449 Elm St, CityD",CityD,02/09/2023 13:09,2023,Sep,02,13,Completed,D96,Truck B,CityA,234,15,Negative,Route2,Zone2,Expedited Rules,01/09/2023 09:58
1114,"612 Main St, CityE",CityE,08/09/2023 16:52,2023,Sep,08,16,Completed,D59,Bike C,CityA,233,1,Negative,Route3,Zone3,Custom Rules,01/09/2023 09:47
1115,"786 Elm St, CityB",CityB,04/09/2023 14:57,2023,Sep,04,14,In Progress,D18,Bike C,CityC,155,8,Negative,Route5,Zone2,Standard Rules,01/09/2023 08:55
1116,"743 Oak St, CityA",CityA,01/09/2023 09:25,2023,Sep,01,09,In Progress,D63,Bike C,CityB,117,15,Neutral,Route2,Zone1,Expedited Rules,01/09/2023 15:39
1117,"583 Main St, CityB",CityB,03/09/2023 16:55,2023,Sep,03,16,In Progress,D16,Van A,CityD,191,16,Neutral,Route4,Zone2,Standard Rules,01/09/2023 13:19
1118,"350 Oak St, CityB",CityB,08/09/2023 15:07,2023,Sep,08,15,In Progress,D59,Truck B,CityC,193,23,Neutral,Route3,Zone2,Expedited Rules,01/09/2023 12:23
1119,"359 Pine St, CityB",CityB,08/09/2023 10:04,2023,Sep,08,10,Completed,D35,Truck B,CityD,149,17,Negative,Route3,Zone3,Expedited Rules,01/09/2023 11:52
1120,"924 Main St, CityD",CityD,08/09/2023 11:12,2023,Sep,08,11,Completed,D26,Van A,CityA,152,26,Neutral,Route4,Zone1,Standard Rules,01/09/2023 13:47
1121,"390 Elm St, CityC",CityC,03/09/2023 11:59,2023,Sep,03,11,In Progress,D3,Truck B,CityA,123,22,Negative,Route1,Zone1,Custom Rules,01/09/2023 12:48
1122,"518 Main St, CityB",CityB,03/09/2023 08:20,2023,Sep,03,08,Completed,D83,Truck B,CityD,81,15,Negative,Route1,Zone3,Expedited Rules,01/09/2023 15:02
1123,"189 Elm St, CityC",CityC,04/09/2023 10:09,2023,Sep,04,10,Completed,D55,Van A,CityE,186,26,Neutral,Route3,Zone2,Custom Rules,01/09/2023 13:19
1124,"674 Pine St, CityA",CityA,03/09/2023 14:56,2023,Sep,03,14,Completed,D71,Van A,CityA,83,2,Positive,Route3,Zone2,Standard Rules,01/09/2023 14:42
1125,"893 Pine St, CityA",CityA,07/09/2023 09:46,2023,Sep,07,09,In Progress,D72,Van A,CityA,178,28,Positive,Route1,Zone2,Custom Rules,01/09/2023 15:40
1126,"864 Elm St, CityE",CityE,02/09/2023 13:42,2023,Sep,02,13,In Progress,D16,Bike C,CityD,111,27,Negative,Route1,Zone2,Expedited Rules,01/09/2023 14:15
1127,"542 Oak St, CityE",CityE,03/09/2023 12:15,2023,Sep,03,12,Completed,D14,Van A,CityD,175,9,Positive,Route3,Zone3,Standard Rules,01/09/2023 10:35
1128,"165 Elm St, CityE",CityE,03/09/2023 11:57,2023,Sep,03,11,Completed,D97,Van A,CityA,117,10,Negative,Route3,Zone2,Custom Rules,01/09/2023 10:29
1129,"988 Oak St, CityA",CityA,06/09/2023 13:41,2023,Sep,06,13,Completed,D50,Truck B,CityB,195,22,Negative,Route4,Zone2,Custom Rules,01/09/2023 17:16
1130,"115 Main St, CityD",CityD,04/09/2023 11:50,2023,Sep,04,11,Completed,D35,Bike C,CityA,93,20,Negative,Route4,Zone2,Expedited Rules,01/09/2023 16:52
1131,"531 Cedar St, CityA",CityA,05/09/2023 13:35,2023,Sep,05,13,Completed,D100,Truck B,CityD,73,25,Positive,Route4,Zone3,Custom Rules,01/09/2023 13:39
1132,"634 Elm St, CityC",CityC,02/09/2023 12:26,2023,Sep,02,12,Completed,D93,Bike C,CityB,69,23,Neutral,Route2,Zone2,Expedited Rules,01/09/2023 14:50
1133,"380 Main St, CityB",CityB,08/09/2023 15:46,2023,Sep,08,15,In Progress,D99,Van A,CityD,239,18,Positive,Route3,Zone3,Expedited Rules,01/09/2023 14:45
1134,"924 Main St, CityB",CityB,03/09/2023 15:14,2023,Sep,03,15,In Progress,D5,Truck B,CityA,140,0,Neutral,Route3,Zone2,Custom Rules,01/09/2023 09:50
1135,"7 Pine St, CityA",CityA,04/09/2023 14:18,2023,Sep,04,14,In Progress,D26,Van A,CityC,185,5,Neutral,Route1,Zone3,Custom Rules,01/09/2023 12:16
1136,"577 Main St, CityD",CityD,06/09/2023 08:36,2023,Sep,06,08,In Progress,D40,Van A,CityA,217,27,Negative,Route5,Zone2,Expedited Rules,01/09/2023 15:56
1137,"788 Cedar St, CityA",CityA,05/09/2023 12:55,2023,Sep,05,12,In Progress,D27,Truck B,CityA,132,21,Positive,Route2,Zone2,Expedited Rules,01/09/2023 16:54
1138,"878 Elm St, CityA",CityA,02/09/2023 15:39,2023,Sep,02,15,Completed,D76,Bike C,CityC,72,11,Neutral,Route2,Zone3,Standard Rules,01/09/2023 16:23
1139,"578 Cedar St, CityA",CityA,08/09/2023 10:57,2023,Sep,08,10,Completed,D65,Truck B,CityE,97,13,Neutral,Route3,Zone1,Expedited Rules,01/09/2023 15:52
1140,"21 Pine St, CityE",CityE,03/09/2023 15:00,2023,Sep,03,15,In Progress,D98,Bike C,CityB,117,8,Neutral,Route4,Zone1,Custom Rules,01/09/2023 11:02
1141,"661 Pine St, CityC",CityC,02/09/2023 10:28,2023,Sep,02,10,Completed,D67,Bike C,CityB,126,19,Neutral,Route2,Zone2,Expedited Rules,01/09/2023 16:24
1142,"703 Cedar St, CityD",CityD,06/09/2023 10:03,2023,Sep,06,10,In Progress,D9,Bike C,CityB,138,21,Negative,Route1,Zone3,Expedited Rules,01/09/2023 09:50
1143,"461 Elm St, CityD",CityD,08/09/2023 11:42,2023,Sep,08,11,Completed,D65,Truck B,CityD,223,12,Negative,Route5,Zone1,Standard Rules,01/09/2023 11:54
1144,"628 Oak St, CityC",CityC,08/09/2023 16:58,2023,Sep,08,16,Completed,D64,Bike C,CityD,215,24,Negative,Route4,Zone2,Expedited Rules,01/09/2023 09:47
1145,"652 Pine St, CityD",CityD,08/09/2023 09:13,2023,Sep,08,09,Completed,D27,Truck B,CityB,221,16,Negative,Route4,Zone2,Custom Rules,01/09/2023 10:39
1146,"942 Elm St, CityD",CityD,04/09/2023 13:08,2023,Sep,04,13,In Progress,D71,Bike C,CityC,172,15,Negative,Route2,Zone3,Custom Rules,01/09/2023 13:58
1147,"550 Oak St, CityB",CityB,01/09/2023 10:09,2023,Sep,01,10,Completed,D61,Truck B,CityC,71,3,Negative,Route4,Zone1,Custom Rules,01/09/2023 11:25
1148,"148 Oak St, CityB",CityB,06/09/2023 09:08,2023,Sep,06,09,In Progress,D57,Van A,CityD,183,14,Neutral,Route1,Zone3,Expedited Rules,01/09/2023 11:29
